PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,H2-1bar (mol/kg)
17.73555,18.05831,1334.54004,0.63922,3.56E-07,45.83333333,37.5,8.333333333,8.333333333,0,0,0,0.035432921
21.15099,21.41237,1516.95996,0.69367,4.98E-07,47.36842105,26.31578947,10.52631579,15.78947368,0,0,0,0.049367495
20.68944,20.97455,1843.23999,0.7138,5.83E-07,50,33.33333333,5.555555556,11.11111111,0,0,0,0.058295688
18.03681,18.36341,1882.62,0.67832,4.84E-07,47.61904762,38.0952381,4.761904762,9.523809524,0,0,0,0.048743688
22.37432,22.62252,1887.52002,0.73552,6.45E-07,50,31.25,12.5,6.25,0,0,0,0.064234665
29.49294,29.80022,2957.13989,0.83203,1.09E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.108547402
29.81255,30.06839,2373.1001,0.80377,9.52E-07,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.094931802
15.82205,16.15913,1712.34998,0.66969,4.90E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.048684241
29.53836,29.71939,2011.66003,0.77171,8.13E-07,59.09090909,31.81818182,9.090909091,0,0,0,0,0.081809061
11.16409,11.52835,4582.31982,0.77138,1.09E-06,59.09090909,31.81818182,9.090909091,0,0,0,0,0.108973504
36.35398,36.5559,1944.97998,0.76718,7.23E-07,57.5,37.5,5,0,0,0,0,0.071279178
27.81985,28.02682,1583.65002,0.69526,5.17E-07,56.66666667,36.66666667,6.666666667,0,0,0,0,0.051624492
21.35269,21.60545,1381.81995,0.68136,4.72E-07,52.63157895,21.05263158,10.52631579,15.78947368,0,0,0,0.046793435
7.16577,7.81506,1780.32996,0.59717,5.90E-07,58.33333333,37.5,4.166666667,0,0,0,0,0.059383046
10.86359,11.68718,2164.44995,0.65682,6.79E-07,57.33333333,37.33333333,2.666666667,2.666666667,0,0,0,0.06802176
15.87436,16.28451,2134.19995,0.68337,7.38E-07,57.74647887,39.43661972,2.816901408,0,0,0,0,0.07323502
15.50749,15.91587,2692.23999,0.73139,8.47E-07,54.66666667,40,5.333333333,0,0,0,0,0.084097222
28.2693,28.47879,2360.20996,0.78886,8.84E-07,55.55555556,33.33333333,5.555555556,5.555555556,0,0,0,0.08760984
26.57146,27.21944,2947.63989,0.79284,1.09E-06,54.28571429,28.57142857,0,11.42857143,5.714285714,0,0,0.108046729
23.44404,23.82758,1889.14001,0.70641,5.84E-07,54.28571429,28.57142857,0,11.42857143,5.714285714,0,0,0.058604394
10.44122,11.07816,1492.72998,0.60426,4.34E-07,59.67741935,33.87096774,6.451612903,0,0,0,0,0.043335833
21.04598,21.25758,1559.44995,0.69989,6.07E-07,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.060636116
8.17764,8.52354,2379.22998,0.6713,6.19E-07,50,31.25,12.5,6.25,0,0,0,0.061109774
25.64626,25.83251,887.258,0.64963,6.55E-07,47.61904762,38.0952381,9.523809524,4.761904762,0,0,0,0.065772778
20.91048,20.94719,697.63898,0.57819,4.72E-07,45.45454545,31.81818182,9.090909091,13.63636364,0,0,0,0.046837289
21.36297,21.3994,814.45398,0.59934,5.33E-07,47.36842105,36.84210526,10.52631579,5.263157895,0,0,0,0.053606576
20.81371,20.86486,701.323,0.59373,4.70E-07,52.67175573,33.58778626,4.580152672,9.160305344,0,0,0,0.047027701
12.85958,13.21326,616.27301,0.45318,3.43E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.034199374
13.06717,13.33101,979.45697,0.53675,2.25E-07,43.97905759,34.03141361,9.42408377,12.56544503,0,0,0,0.022504795
9.43269,10.49265,1337.43994,0.56638,3.32E-07,52.17391304,39.13043478,4.347826087,4.347826087,0,0,0,0.033091092
15.82205,16.14031,1627.89001,0.65932,4.81E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.04765885
15.27966,15.57999,1359.12,0.63882,3.94E-07,50,25,8.333333333,8.333333333,0,8.333333333,0,0.039268343
13.37953,13.76832,1538.17004,0.61158,4.04E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.040196019
14.60213,14.90134,1077.26001,0.59572,3.20E-07,50,16.66666667,8.333333333,8.333333333,0,16.66666667,0,0.031827984
11.09828,11.44839,1281.10999,0.58285,3.61E-07,46.15384615,26.92307692,11.53846154,15.38461538,0,0,0,0.03596573
12.29359,12.70656,1487.72998,0.61905,3.94E-07,46.15384615,30.76923077,7.692307692,15.38461538,0,0,0,0.039506005
9.83921,10.47163,1154.93994,0.56063,2.52E-07,43.75,37.5,6.25,12.5,0,0,0,0.025166208
14.7679,14.95308,1680.5,0.66154,4.89E-07,47.82608696,30.43478261,13.04347826,8.695652174,0,0,0,0.048025823
11.08735,11.55867,1259.14001,0.58537,3.23E-07,42.85714286,28.57142857,7.142857143,17.85714286,0,0,3.571428571,0.032172288
11.81351,12.12025,1384.18005,0.6103,3.87E-07,45.09803922,29.41176471,9.803921569,13.7254902,0,0,1.960784314,0.038702357
41.18724,41.35341,1920.66003,0.81003,9.62E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.096249711
41.07725,41.24384,1907.06006,0.80898,9.57E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.094722414
41.07724,41.24383,1907.06006,0.80898,9.57E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.096018666
19.92352,20.13649,2879.78003,0.77849,9.60E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.095461758
22.12966,22.41416,2458.56006,0.76802,7.46E-07,50,31.25,12.5,6.25,0,0,0,0.074634222
34.60352,34.76966,2391.57007,0.81162,9.82E-07,53.84615385,34.61538462,7.692307692,3.846153846,0,0,0,0.099111322
19.38528,19.70169,1504.72998,0.68237,5.52E-07,51.72413793,31.03448276,10.34482759,6.896551724,0,0,0,0.054654658
28.27452,28.92517,1870.31006,0.77389,8.06E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.080150561
17.07883,17.20404,2117.95996,0.71205,6.32E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.063203473
18.25002,18.37499,1985.66003,0.7086,6.11E-07,56.62650602,34.93975904,8.43373494,0,0,0,0,0.061528163
18.21743,18.51682,1895.14001,0.70959,5.85E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.058013358
31.61215,31.79278,2155.76001,0.79112,8.97E-07,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.088227966
28.44948,28.64639,1957.64001,0.77762,7.81E-07,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,0.077259895
32.28787,32.45911,2271.82007,0.79607,8.88E-07,51.85185185,33.33333333,7.407407407,7.407407407,0,0,0,0.089406183
36.56538,36.80897,2763.38989,0.85104,1.28E-06,51.72413793,37.93103448,6.896551724,3.448275862,0,0,0,0.127087721
25.77334,25.9916,2115.88989,0.76487,7.28E-07,43.75,31.25,12.5,12.5,0,0,0,0.072409041
9.78342,10.31205,5095.2002,0.76468,9.44E-07,43.75,31.25,12.5,12.5,0,0,0,0.094024958
21.62618,22.03485,3055.20996,0.78996,8.27E-07,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.083205327
17.09611,17.39366,1659.09998,0.67767,5.36E-07,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.053905566
11.93881,12.3729,1502.18994,0.62197,4.10E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.041653123
29.60757,29.79749,1719.84998,0.76171,6.95E-07,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0,0.067830758
10.84085,11.30825,1553.48999,0.6116,3.95E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.039066828
26.12562,26.31246,1610,0.74494,6.93E-07,56.25,18.75,0,12.5,6.25,0,6.25,0.070207954
18.12098,18.55944,3391.18994,0.79302,5.80E-07,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.057205721
16.81645,17.25338,2047.84998,0.70558,5.95E-07,51.02040816,36.73469388,4.081632653,4.081632653,0,0,4.081632653,0.058982023
11.03238,11.31706,1450.43005,0.62682,4.06E-07,51.02040816,36.73469388,4.081632653,4.081632653,0,0,4.081632653,0.040461244
15.51812,16.08668,1965,0.68386,5.68E-07,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.05592713
13.08207,13.31199,1567.98999,0.61489,4.68E-07,59.67741935,33.87096774,3.225806452,0,0,0,3.225806452,0.047493579
16.84206,17.09377,2353.6001,0.73911,7.29E-07,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.072565155
16.65947,17.83709,3780.22998,0.8108,1.35E-06,58.82352941,33.33333333,3.921568627,0,0,0,3.921568627,0.13316651
18.22137,18.52289,1958.51001,0.71396,5.98E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.058956541
36.02662,36.22341,2541.97998,0.83318,1.10E-06,56,36,8,0,0,0,0,0.108173668
29.06389,29.23421,1974.52002,0.7854,8.32E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.08320806
28.14444,28.34379,2568.22998,0.796,9.27E-07,52.94117647,35.29411765,11.76470588,0,0,0,0,0.092678781
31.3874,31.56586,2411.44995,0.79647,9.49E-07,52.38095238,38.0952381,9.523809524,0,0,0,0,0.095237765
21.08933,21.41247,2733.03003,0.70714,5.43E-07,38.33333333,48.33333333,3.333333333,10,0,0,0,0.054253535
7.22529,8.04312,1396.04004,0.57875,2.92E-07,41.26984127,39.68253968,12.6984127,6.349206349,0,0,0,0.029461179
17.64716,17.87382,1949.57996,0.69616,6.09E-07,61.01694915,32.20338983,6.779661017,0,0,0,0,0.061214549
4.52926,5.62048,354.99301,0.48239,1.74E-07,50.87719298,31.57894737,5.263157895,12.28070175,0,0,0,0.017405735
8.33297,9.01622,941.11298,0.51892,2.48E-07,38.23529412,23.52941176,5.882352941,5.882352941,0,26.47058824,0,0.024856817
12.37536,13.01052,1301.27002,0.63655,3.13E-07,41.07142857,28.57142857,7.142857143,7.142857143,0,16.07142857,0,0.031078931
23.10632,24.37679,6278.75,0.89652,2.06E-06,51.80722892,36.14457831,7.228915663,0,1.204819277,3.614457831,0,0.206106979
14.26271,20.55214,6376.93994,0.88986,1.95E-06,51.80722892,36.14457831,7.228915663,0,1.204819277,3.614457831,0,0.19474627
12.16505,12.65039,1719.80005,0.64109,4.81E-07,55,35,5,5,0,0,0,0.048733905
11.77594,12.25809,1744.44995,0.6368,4.81E-07,57.89473684,36.84210526,5.263157895,0,0,0,0,0.048258056
28.6635,28.88683,2373.82007,0.79857,8.61E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.086967384
14.62566,14.80593,1787.18994,0.63327,4.50E-07,60.29411765,32.35294118,4.411764706,2.941176471,0,0,0,0.044897987
14.58254,14.83456,1906.56006,0.64182,4.67E-07,60.29411765,35.29411765,4.411764706,0,0,0,0,0.046161559
11.57197,11.8022,2157.3501,0.67536,6.35E-07,57.8125,35.9375,6.25,0,0,0,0,0.063267114
6.87534,7.48988,2333.81006,0.66716,6.68E-07,47.61904762,42.85714286,9.523809524,0,0,0,0,0.066264407
6.87534,7.48988,2333.81006,0.66716,6.66E-07,47.61904762,42.85714286,9.523809524,0,0,0,0,0.066264407
19.1715,19.44004,1570.93005,0.66093,5.28E-07,50,40,10,0,0,0,0,0.052980799
6.52104,7.18122,1889.33997,0.64885,6.26E-07,50,40,10,0,0,0,0,0.062614332
26.6394,26.8188,1897.27002,0.76929,7.73E-07,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.077956238
31.83908,31.90876,2114.04004,0.79758,8.81E-07,56.52173913,30.43478261,8.695652174,0,0,0,4.347826087,0.088365953
8.82857,9.32519,1285.13,0.57528,3.23E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.032401621
8.80112,9.30795,1305.55005,0.57907,3.27E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.032780022
8.70331,9.20886,1193.68994,0.55684,3.19E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.03174213
8.92012,9.13623,1233.83997,0.55884,3.35E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.033165328
7.21421,7.59461,1191.04004,0.54757,3.24E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.03215718
5.50941,6.11261,802.03101,0.4967,2.61E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.0261511
8.82172,9.31862,1282.72998,0.57483,3.23E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.032328427
15.54002,16.19731,6203.4502,0.82749,1.43E-06,43.04932735,40.80717489,10.76233184,5.381165919,0,0,0,0.142717583
48.99332,49.11424,2357.09009,0.85876,1.37E-06,58.33333333,36.11111111,5.555555556,0,0,0,0,0.137156772
20.39761,20.66272,2036,0.72727,6.52E-07,56.04395604,32.96703297,10.98901099,0,0,0,0,0.064214926
20.09546,20.36428,2011.51001,0.72766,6.33E-07,54.54545455,30.68181818,14.77272727,0,0,0,0,0.063064241
29.73621,29.96288,2542.69995,0.80659,9.88E-07,58.18181818,34.54545455,4.848484848,2.424242424,0,0,0,0.098583399
16.49428,16.67271,1922.47998,0.68944,5.55E-07,58.62068966,31.03448276,10.34482759,0,0,0,0,0.054692031
17.51403,17.65225,1952.73999,0.70161,5.68E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.056301666
18.1616,18.35439,1961.56006,0.70551,5.98E-07,57.14285714,35.71428571,7.142857143,0,0,0,0,0.059418361
19.91979,20.01108,1799.19995,0.70456,6.26E-07,57.14285714,28.57142857,7.142857143,0,0,0,7.142857143,0.062199039
12.57855,12.97634,1029.48999,0.54788,2.69E-07,55.81395349,33.72093023,6.976744186,3.488372093,0,0,0,0.027295514
12.4688,12.9586,1576.94995,0.63602,4.05E-07,53.06122449,36.73469388,6.12244898,4.081632653,0,0,0,0.040705619
5.5071,7.07856,3028.36011,0.67025,7.52E-07,56.96202532,37.97468354,5.063291139,0,0,0,0,0.07535124
5.44161,6.92342,2852.3501,0.67053,7.04E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.070502442
8.92878,9.43745,1046.87,0.5188,3.41E-07,62.5,12.5,25,0,0,0,0,0.033419601
11.4595,11.87365,1620.83997,0.62298,4.10E-07,53.57142857,33.92857143,10.71428571,1.785714286,0,0,0,0.041594973
3.94498,4.47015,247.332,0.43971,3.46E-07,62.5,0,25,12.5,0,0,0,0.034384672
21.16998,21.52877,2436.72998,0.76574,7.96E-07,51.13636364,34.09090909,11.36363636,3.409090909,0,0,0,0.07904067
15.70244,16.08588,1675.84998,0.67511,5.28E-07,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,0.051892528
14.9013,15.25478,1545.46997,0.65802,4.69E-07,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,0.04687217
14.24164,17.2968,8011.06982,0.89052,2.05E-06,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,0.205777571
12.58386,12.73972,2118.67993,0.66899,4.90E-07,38,44,10,8,0,0,0,0.048888526
9.62021,10.24517,1821.78003,0.65707,4.76E-07,37.5,46.42857143,8.928571429,7.142857143,0,0,0,0.047287064
9.29008,9.78939,2162.79004,0.67515,5.25E-07,37.09677419,48.38709677,8.064516129,6.451612903,0,0,0,0.052828975
9.4029,10.03326,1590.06995,0.64423,4.08E-07,36.84210526,45.61403509,8.771929825,8.771929825,0,0,0,0.040217692
7.05379,7.68943,1911.73999,0.60713,5.35E-07,60,37.14285714,2.857142857,0,0,0,0,0.052332551
22.4477,22.68783,2309.59009,0.75687,7.73E-07,53.33333333,33.33333333,13.33333333,0,0,0,0,0.077374998
36.01552,36.16119,2114.87988,0.80873,9.79E-07,57.69230769,30.76923077,11.53846154,0,0,0,0,0.097452691
50.04182,50.14914,2240.73999,0.85425,1.35E-06,58.33333333,33.33333333,8.333333333,0,0,0,0,0.13589317
19.52389,19.85577,2233.05005,0.73138,7.34E-07,58.62068966,37.93103448,3.448275862,0,0,0,0,0.073800973
19.37945,19.68457,2145.72998,0.7224,6.57E-07,57.14285714,35.71428571,7.142857143,0,0,0,0,0.066042685
18.61138,18.89159,1926.26001,0.70664,5.77E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.057592142
23.68832,23.79747,1952.92004,0.7556,7.22E-07,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,0.072898443
25.80442,26.02627,1990.32996,0.76025,7.45E-07,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,0.075142237
27.19968,27.4266,2082.36011,0.76219,7.84E-07,58.82352941,33.82352941,5.882352941,0,0,0,1.470588235,0.077197636
18.21722,18.3963,1751.31995,0.68532,5.58E-07,59.09090909,34.09090909,6.818181818,0,0,0,0,0.055992676
18.66531,18.83337,1739.89001,0.68045,5.36E-07,60,33.33333333,6.666666667,0,0,0,0,0.053432096
27.45548,27.55602,1709.81006,0.77121,6.23E-07,55,30,10,0,0,5,0,0.062635623
11.79846,12.29968,1893.02002,0.73692,6.27E-07,55,30,10,0,0,5,0,0.062492548
27.92171,27.98486,1856.28003,0.77909,6.89E-07,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,0.068196444
13.58025,13.82495,2490.62012,0.74713,6.45E-07,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,0.063849484
7.43582,7.79146,992.41199,0.51987,2.50E-07,53.96825397,38.0952381,6.349206349,0,0,1.587301587,0,0.02461216
14.44401,14.90801,1839.23999,0.67203,4.94E-07,55.31914894,39.36170213,4.255319149,0,0,1.063829787,0,0.049160578
11.53658,11.85223,1505.13,0.63408,5.78E-07,55,38.75,2.5,3.75,0,0,0,0.05683285
8.6479,9.37898,1978.56995,0.68696,7.35E-07,55,38.75,2.5,3.75,0,0,0,0.073183565
9.16447,9.40749,1639.16003,0.60829,4.20E-07,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,0.041365628
9.36869,10.34793,1925.04004,0.6727,6.70E-07,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,0.066296451
14.44648,14.76002,1693.40002,0.5834,3.55E-07,36.66666667,50,6.666666667,6.666666667,0,0,0,0.035974947
16.06055,16.78763,1930.67004,0.69765,5.55E-07,54.94505495,35.16483516,3.296703297,1.098901099,1.098901099,4.395604396,0,0.055906339
19.18724,19.46333,2089.88989,0.72236,6.73E-07,58.13953488,37.20930233,4.651162791,0,0,0,0,0.067930406
36.08773,36.45925,2501.26001,0.81424,9.71E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.099211197
10.78793,10.99587,1195.66003,0.55578,3.73E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.037665284
10.79332,11.0012,1197.46997,0.556,3.72E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.037002671
14.4602,14.79794,1398.01001,0.64112,3.52E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.03482464
23.35801,26.04451,7384.58984,0.92171,2.81E-06,59.56043956,35.16483516,2.637362637,0,0,2.637362637,0,0.282432285
22.91987,25.90465,7083.99023,0.91961,2.65E-06,59.56043956,32.52747253,2.637362637,0,0,5.274725275,0,0.263550957
20.04358,20.29452,1733.07996,0.69095,5.28E-07,61.11111111,22.22222222,5.555555556,11.11111111,0,0,0,0.052955149
37.23286,37.39371,2177.80005,0.81045,9.97E-07,57.69230769,30.76923077,11.53846154,0,0,0,0,0.09980325
10.41037,17.14584,7892.72021,0.88436,1.91E-06,50.32679739,39.21568627,2.614379085,5.22875817,0,2.614379085,0,0.189349109
16.58384,16.80389,6017.39014,0.82869,1.33E-06,50.31055901,39.7515528,2.48447205,4.968944099,0,2.48447205,0,0.131468725
11.45686,14.18957,4406.70996,0.7849,1.06E-06,49.67741935,38.70967742,2.580645161,6.451612903,0,2.580645161,0,0.106135508
6.48112,7.17363,1019.53998,0.50584,2.71E-07,46.90265487,42.47787611,3.539823009,7.079646018,0,0,0,0.027293738
5.7427,6.53462,1497.90002,0.58686,3.14E-07,46.90265487,42.47787611,3.539823009,7.079646018,0,0,0,0.030920149
8.20476,8.47462,1008.35999,0.51548,3.30E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.033019555
14.58788,14.96789,1626,0.64865,4.82E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.04806437
12.31699,12.84024,1651.5,0.62368,4.31E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.042926978
8.24432,8.49703,1021.69,0.50988,3.26E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.032830587
12.93992,13.36258,1643.52002,0.64815,4.83E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.048245995
10.60102,11.19453,1665.68994,0.62111,3.97E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.039761975
14.42675,14.81536,2106.8501,0.6993,5.80E-07,53.125,34.375,9.375,3.125,0,0,0,0.057314858
10.42928,11.03825,2077.71997,0.68238,5.03E-07,51.42857143,28.57142857,8.571428571,2.857142857,0,8.571428571,0,0.050268347
10.49106,11.21361,1831.77002,0.66707,4.12E-07,50,23.68421053,7.894736842,2.631578947,0,15.78947368,0,0.040926444
23.28106,23.54633,2235.1001,0.75153,7.23E-07,55.55555556,28.57142857,9.523809524,0,0,0,6.349206349,0.072707944
28.52738,28.71266,1770.12,0.74683,7.09E-07,60.86956522,26.08695652,0,8.695652174,4.347826087,0,0,0.069702227
4.94969,5.08169,649.73297,0.50423,2.81E-07,57.02479339,33.05785124,3.305785124,3.305785124,0,3.305785124,0,0.028077882
11.87647,11.97179,1386.60999,0.58624,3.70E-07,57.44680851,34.04255319,2.836879433,2.836879433,0,2.836879433,0,0.037382989
8.74576,9.32459,1814.81995,0.62226,6.12E-07,58.82352941,37.25490196,3.921568627,0,0,0,0,0.060891609
10.82146,11.3201,2104.41992,0.67365,6.04E-07,58.82352941,38.23529412,2.941176471,0,0,0,0,0.060551764
11.22728,11.51302,2091.75,0.67934,6.51E-07,59.15492958,38.02816901,2.816901408,0,0,0,0,0.06501684
11.23506,11.48174,1112.84998,0.5508,3.97E-07,57.97101449,39.13043478,2.898550725,0,0,0,0,0.039935363
8.29456,9.07909,896.66901,0.51858,4.44E-07,57.89473684,38.59649123,3.50877193,0,0,0,0,0.044117919
8.75566,9.48482,866.10901,0.53164,2.80E-07,57.97101449,37.68115942,2.898550725,1.449275362,0,0,0,0.028436158
11.10645,11.55996,1218.23999,0.58928,4.70E-07,57.14285714,40,2.857142857,0,0,0,0,0.045990034
38.43635,38.58992,2728.32007,0.83227,1.20E-06,56,40,4,0,0,0,0,0.122071913
38.80579,38.95141,2673.72998,0.83038,1.19E-06,56,40,4,0,0,0,0,0.119495032
18.81812,19.05409,2037.66003,0.70366,5.30E-07,40.90909091,40.90909091,9.090909091,9.090909091,0,0,0,0.052932778
18.22049,18.42059,2091.18994,0.70771,5.37E-07,45,35,10,10,0,0,0,0.05376496
21.62846,21.87495,2004.17004,0.72427,6.28E-07,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,0.062757283
27.14168,27.77487,2201.29004,0.77095,8.37E-07,61.31386861,34.30656934,4.379562044,0,0,0,0,0.084126955
28.19316,28.40266,2083.41992,0.76488,7.85E-07,59.09090909,31.81818182,9.090909091,0,0,0,0,0.078422222
36.34739,36.53344,2237.8501,0.8069,1.01E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.101032283
15.70379,16.277,1556.06995,0.62679,4.76E-07,61.29032258,32.25806452,6.451612903,0,0,0,0,0.047186542
9.56327,10.06097,1606.75,0.59998,4.22E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.041801329
8.2899,8.81865,1545.27002,0.56657,3.80E-07,53.33333333,33.33333333,6.666666667,6.666666667,0,0,0,0.037997211
17.43493,17.64378,1838.87,0.68238,5.81E-07,61.01694915,32.20338983,6.779661017,0,0,0,0,0.057769788
21.77951,23.56194,6753.41016,0.89151,2.10E-06,58.71559633,35.77981651,5.504587156,0,0,0,0,0.207222345
30.03619,30.13191,1620.66003,0.766,7.01E-07,57.14285714,19.04761905,4.761904762,0,0,19.04761905,0,0.069600178
8.30118,8.60505,1355.22998,0.57256,3.65E-07,46.15384615,46.15384615,2.564102564,0,0,5.128205128,0,0.036650331
6.83415,7.3515,1861.56006,0.59623,4.09E-07,46.15384615,43.58974359,2.564102564,0,0,7.692307692,0,0.040297975
11.80341,11.96024,1616.89001,0.60908,4.13E-07,62.5,34.375,3.125,0,0,0,0,0.042042209
25.77232,26.07141,2190.62012,0.72857,7.56E-07,54.76190476,38.0952381,7.142857143,0,0,0,0,0.074445239
4.94493,5.85895,132.912,0.37585,4.66E-08,60.86956522,34.7826087,4.347826087,0,0,0,0,0.004606769
35.22626,35.42552,2259.01001,0.79735,8.91E-07,57.14285714,33.33333333,7.142857143,2.380952381,0,0,0,0.089538828
35.40931,35.5884,2141.86011,0.78872,8.97E-07,58.13953488,34.88372093,4.651162791,2.325581395,0,0,0,0.089269073
16.16555,16.49002,2192.69995,0.69989,6.10E-07,54.54545455,36.36363636,9.090909091,0,0,0,0,0.060864067
14.30241,14.64987,1975.79004,0.6696,4.90E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.048893682
14.03672,14.38994,2071.04004,0.68263,5.44E-07,52.17391304,34.7826087,8.695652174,4.347826087,0,0,0,0.055011387
15.74723,16.00318,2020.29004,0.69432,5.85E-07,59.03614458,36.14457831,4.819277108,0,0,0,0,0.058467831
9.24865,9.46474,1723.28003,0.57422,3.54E-07,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.035281076
38.05264,38.2086,2453.76001,0.8233,1.11E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.109727154
11.35663,11.85318,1539.35999,0.62497,3.90E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.038430201
18.8451,19.162,1785.16003,0.61911,3.83E-07,56.75675676,27.02702703,13.51351351,2.702702703,0,0,0,0.037927147
23.22778,23.4588,2543.81006,0.74367,7.19E-07,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.072135067
9.8254,10.15113,1395.31995,0.57733,3.87E-07,52.94117647,31.37254902,7.843137255,5.882352941,0,0,1.960784314,0.038499587
14.60414,14.92935,1395.31006,0.63533,4.75E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.047141791
13.70762,14.02818,996.021,0.58856,3.21E-07,50,16.66666667,8.333333333,8.333333333,0,16.66666667,0,0.0322418
23.81489,24.00245,1602.01001,0.7304,7.22E-07,51.35135135,35.13513514,8.108108108,5.405405405,0,0,0,0.071413423
22.67748,22.95456,1847.09998,0.73629,6.98E-07,48.8372093,39.53488372,6.976744186,4.651162791,0,0,0,0.069306545
22.94011,23.19791,2120.75,0.74917,7.41E-07,54.54545455,36.36363636,6.060606061,3.03030303,0,0,0,0.074744856
22.87723,23.12497,2032.59998,0.74545,7.06E-07,53.125,34.375,9.375,3.125,0,0,0,0.070760237
26.08678,26.30732,1657.68994,0.72269,6.58E-07,55.73770492,32.78688525,9.836065574,0,0,0,1.639344262,0.065472723
21.3814,21.59726,2081.90991,0.7139,6.50E-07,52.63157895,42.10526316,5.263157895,0,0,0,0,0.065062737
7.56505,8.01074,3515.62012,0.70952,9.28E-07,52.63157895,42.10526316,5.263157895,0,0,0,0,0.092838706
6.35818,7.92423,1656.57996,0.5615,4.82E-07,60.86956522,36.23188406,2.898550725,0,0,0,0,0.047945637
10.68167,10.96432,1511.71997,0.57293,3.95E-07,59.67741935,37.09677419,3.225806452,0,0,0,0,0.039285527
15.01901,15.36462,1370.67004,0.63163,3.72E-07,46.80851064,29.78723404,8.510638298,14.89361702,0,0,0,0.037500419
